image_id,file,split,individual_id,ground_truth_species,original_organ_category,original_organ_detail,original_subview,normalized_organ
baskauf/11698,baskauf_11698.jpg,validation,ind-baskauf/11698,Betula lenta,bark,bark,of a large tree,bark
baskauf/38148,baskauf_38148.jpg,train,ind-baskauf/38137,Betula lenta,bark,bark,of a large tree,bark
baskauf/38144,baskauf_38144.jpg,train,ind-baskauf/38137,Betula lenta,leaf,leaf,margin of upper + lower surface,leaf
baskauf/38145,baskauf_38145.jpg,train,ind-baskauf/38137,Betula lenta,leaf,leaf,showing orientation on twig,leaf
baskauf/38140,baskauf_38140.jpg,train,ind-baskauf/38137,Betula lenta,leaf,leaf,whole upper surface,leaf
baskauf/38139,baskauf_38139.jpg,train,ind-baskauf/38137,Betula lenta,twig,twig,orientation of petioles,twig
baskauf/38151,baskauf_38151.jpg,train,ind-baskauf/38137,Betula lenta,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/38154,baskauf_38154.jpg,train,ind-baskauf/38137,Betula lenta,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/38156,baskauf_38156.jpg,train,ind-baskauf/38137,Betula lenta,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/37287,baskauf_37287.jpg,test,ind-baskauf/37284,Betula lenta,bark,bark,of a medium tree or large branch,bark
baskauf/37293,baskauf_37293.jpg,test,ind-baskauf/37284,Betula lenta,bark,bark,of a small tree or small branch,bark
baskauf/37296,baskauf_37296.jpg,test,ind-baskauf/37284,Betula lenta,twig,twig,winter overall,twig
kirchoff/b5070,kirchoff_b5070.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,bark,bark,of a large tree,bark
kirchoff/b5066,kirchoff_b5066.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,bark,bark,of a medium tree or large branch,bark
kirchoff/b5071,kirchoff_b5071.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,fruit,fruit,as borne on the plant,fruit
kirchoff/b5069,kirchoff_b5069.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,fruit,fruit,immature,fruit
kirchoff/b5064,kirchoff_b5064.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
kirchoff/b5065,kirchoff_b5065.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
kirchoff/b5067,kirchoff_b5067.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,leaf,leaf,showing orientation on twig,leaf
kirchoff/b5068,kirchoff_b5068.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,leaf,leaf,whole upper surface,leaf
kirchoff/b5063,kirchoff_b5063.jpg,train,ind-kirchoff/b5063,Carpinus caroliniana,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/b5060,kirchoff_b5060.jpg,train,ind-kirchoff/b5060,Carpinus caroliniana,bark,bark,of a medium tree or large branch,bark
kirchoff/b5061,kirchoff_b5061.jpg,train,ind-kirchoff/b5061,Carpinus caroliniana,bark,bark,of a medium tree or large branch,bark
kirchoff/b5062,kirchoff_b5062.jpg,train,ind-kirchoff/b5062,Carpinus caroliniana,bark,bark,of a medium tree or large branch,bark
baskauf/12036,baskauf_12036.jpg,train,ind-baskauf/12036,Carpinus caroliniana,bark,bark,of a small tree or small branch,bark
baskauf/12037,baskauf_12037.jpg,train,ind-baskauf/12036,Carpinus caroliniana,leaf,leaf,showing orientation on twig,leaf
baskauf/12039,baskauf_12039.jpg,train,ind-baskauf/12036,Carpinus caroliniana,leaf,leaf,whole upper surface,leaf
baskauf/15728,baskauf_15728.jpg,train,ind-baskauf/15719,Carpinus caroliniana,bark,bark,of a small tree or small branch,bark
baskauf/15719,baskauf_15719.jpg,train,ind-baskauf/15719,Carpinus caroliniana,fruit,fruit,as borne on the plant,fruit
baskauf/15721,baskauf_15721.jpg,train,ind-baskauf/15719,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
baskauf/15726,baskauf_15726.jpg,train,ind-baskauf/15719,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
baskauf/19189,baskauf_19189.jpg,train,ind-baskauf/19166,Carpinus caroliniana,inflorescence,inflorescence,whole - female,inflorescence
baskauf/19182,baskauf_19182.jpg,train,ind-baskauf/19166,Carpinus caroliniana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/19171,baskauf_19171.jpg,train,ind-baskauf/19166,Carpinus caroliniana,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/50597,baskauf_50597.jpg,test,vanderbilt/6-189,Carpinus caroliniana,inflorescence,inflorescence,whole - female,inflorescence
baskauf/50598,baskauf_50598.jpg,test,vanderbilt/6-189,Carpinus caroliniana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/50601,baskauf_50601.jpg,test,vanderbilt/6-189,Carpinus caroliniana,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/43789,baskauf_43789.jpg,test,vanderbilt/6-189,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
baskauf/43792,baskauf_43792.jpg,test,vanderbilt/6-189,Carpinus caroliniana,fruit,fruit,lateral or general close-up,fruit
baskauf/91059,baskauf_91059.jpg,test,vanderbilt/6-189,Carpinus caroliniana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15075,baskauf_15075.jpg,validation,ind-baskauf/15074,Carpinus caroliniana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/15074,baskauf_15074.jpg,validation,ind-baskauf/15074,Carpinus caroliniana,leaf,leaf,showing orientation on twig,leaf
baskauf/15076,baskauf_15076.jpg,validation,ind-baskauf/15074,Carpinus caroliniana,leaf,leaf,showing orientation on twig,leaf
baskauf/15078,baskauf_15078.jpg,validation,ind-baskauf/15074,Carpinus caroliniana,leaf,leaf,whole upper surface,leaf
baskauf/15080,baskauf_15080.jpg,validation,ind-baskauf/15074,Carpinus caroliniana,twig,twig,orientation of petioles,twig
baskauf/25478,baskauf_25478.jpg,train,ind-baskauf/25478,Carpinus caroliniana,fruit,fruit,as borne on the plant,fruit
baskauf/15692,baskauf_15692.jpg,train,ind-baskauf/15691,Carpinus caroliniana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15696,baskauf_15696.jpg,train,ind-baskauf/15691,Carpinus caroliniana,leaf,leaf,unspecified,leaf
baskauf/15691,baskauf_15691.jpg,train,ind-baskauf/15691,Carpinus caroliniana,twig,twig,orientation of petioles,twig
baskauf/11030,baskauf_11030.jpg,train,ind-baskauf/11030,Carpinus caroliniana,leaf,leaf,showing orientation on twig,leaf
baskauf/29811,baskauf_29811.jpg,train,ind-baskauf/29806,Carpinus caroliniana,leaf,leaf,whole upper surface,leaf
baskauf/29813,baskauf_29813.jpg,train,ind-baskauf/29806,Carpinus caroliniana,twig,twig,orientation of petioles,twig
baskauf/24520,baskauf_24520.jpg,train,ind-baskauf/24519,Carpinus caroliniana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12021,baskauf_12021.jpg,test,ind-baskauf/12021,Ostrya virginiana,bark,bark,of a small tree or small branch,bark
baskauf/50629,baskauf_50629.jpg,train,vanderbilt/7-201,Ostrya virginiana,inflorescence,inflorescence,whole - female,inflorescence
baskauf/50632,baskauf_50632.jpg,train,vanderbilt/7-201,Ostrya virginiana,inflorescence,inflorescence,whole - female,inflorescence
baskauf/50630,baskauf_50630.jpg,train,vanderbilt/7-201,Ostrya virginiana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/91006,baskauf_91006.jpg,train,vanderbilt/7-201,Ostrya virginiana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89391,baskauf_89391.jpg,train,vanderbilt/7-201,Ostrya virginiana,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/16207,baskauf_16207.jpg,train,ind-baskauf/15272,Ostrya virginiana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/18746,baskauf_18746.jpg,train,ind-baskauf/15272,Ostrya virginiana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/18748,baskauf_18748.jpg,train,ind-baskauf/15272,Ostrya virginiana,inflorescence,inflorescence,whole - male,inflorescence
baskauf/16278,baskauf_16278.jpg,train,ind-baskauf/15272,Ostrya virginiana,fruit,fruit,lateral or general close-up,fruit
baskauf/15272,baskauf_15272.jpg,train,ind-baskauf/15272,Ostrya virginiana,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15276,baskauf_15276.jpg,train,ind-baskauf/15272,Ostrya virginiana,leaf,leaf,unspecified,leaf
baskauf/29784,baskauf_29784.jpg,train,ind-baskauf/15272,Ostrya virginiana,leaf,leaf,whole upper surface,leaf
baskauf/15280,baskauf_15280.jpg,train,ind-baskauf/15272,Ostrya virginiana,twig,twig,orientation of petioles,twig
baskauf/15288,baskauf_15288.jpg,train,ind-baskauf/15272,Ostrya virginiana,twig,twig,unspecified,twig
baskauf/12129,baskauf_12129.jpg,validation,ind-baskauf/12128,Ostrya virginiana,leaf,leaf,showing orientation on twig,leaf
baskauf/12128,baskauf_12128.jpg,validation,ind-baskauf/12128,Ostrya virginiana,leaf,leaf,whole upper surface,leaf
baskauf/12131,baskauf_12131.jpg,validation,ind-baskauf/12128,Ostrya virginiana,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/51738,baskauf_51738.jpg,validation,ind-baskauf/51729,Lonicera morrowii,bark,bark,of a small tree or small branch,bark
baskauf/51730,baskauf_51730.jpg,validation,ind-baskauf/51729,Lonicera morrowii,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/51731,baskauf_51731.jpg,validation,ind-baskauf/51729,Lonicera morrowii,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/51734,baskauf_51734.jpg,validation,ind-baskauf/51729,Lonicera morrowii,leaf,leaf,whole upper surface,leaf
baskauf/51736,baskauf_51736.jpg,validation,ind-baskauf/51729,Lonicera morrowii,twig,twig,orientation of petioles,twig
baskauf/51741,baskauf_51741.jpg,validation,ind-baskauf/51729,Lonicera morrowii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/51804,baskauf_51804.jpg,train,ind-baskauf/51793,Lonicera morrowii,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/51807,baskauf_51807.jpg,train,ind-baskauf/51793,Lonicera morrowii,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/51808,baskauf_51808.jpg,train,ind-baskauf/51793,Lonicera morrowii,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/51799,baskauf_51799.jpg,train,ind-baskauf/51793,Lonicera morrowii,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/51793,baskauf_51793.jpg,train,ind-baskauf/51793,Lonicera morrowii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/51797,baskauf_51797.jpg,train,ind-baskauf/51793,Lonicera morrowii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/54565,baskauf_54565.jpg,test,ind-baskauf/54562,Lonicera morrowii,fruit,fruit,as borne on the plant,fruit
baskauf/54568,baskauf_54568.jpg,test,ind-baskauf/54562,Lonicera morrowii,fruit,fruit,lateral or general close-up,fruit
baskauf/54564,baskauf_54564.jpg,test,ind-baskauf/54562,Lonicera morrowii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/25625,baskauf_25625.jpg,train,ind-baskauf/25620,Sambucus nigra,bark,bark,of a small tree or small branch,bark
baskauf/12175,baskauf_12175.jpg,train,ind-baskauf/12171,Sambucus nigra,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/12178,baskauf_12178.jpg,train,ind-baskauf/12171,Sambucus nigra,leaf,leaf,whole upper surface,leaf
baskauf/12171,baskauf_12171.jpg,train,ind-baskauf/12171,Sambucus nigra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/26710,baskauf_26710.jpg,train,ind-baskauf/26705,Sambucus nigra,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/26705,baskauf_26705.jpg,train,ind-baskauf/26705,Sambucus nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26707,baskauf_26707.jpg,train,ind-baskauf/26705,Sambucus nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26714,baskauf_26714.jpg,train,ind-baskauf/26705,Sambucus nigra,twig,twig,orientation of petioles,twig
baskauf/12190,baskauf_12190.jpg,validation,ind-baskauf/12190,Sambucus nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/12192,baskauf_12192.jpg,validation,ind-baskauf/12190,Sambucus nigra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15687,baskauf_15687.jpg,test,ind-baskauf/15687,Sambucus nigra,fruit,fruit,as borne on the plant,fruit
baskauf/15688,baskauf_15688.jpg,test,ind-baskauf/15687,Sambucus nigra,fruit,fruit,lateral or general close-up,fruit
baskauf/26127,baskauf_26127.jpg,validation,ind-baskauf/26113,Sambucus racemosa,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/26119,baskauf_26119.jpg,validation,ind-baskauf/26113,Sambucus racemosa,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26114,baskauf_26114.jpg,validation,ind-baskauf/26113,Sambucus racemosa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/49293,baskauf_49293.jpg,train,ind-baskauf/49288,Sambucus racemosa,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/49290,baskauf_49290.jpg,train,ind-baskauf/49288,Sambucus racemosa,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26141,baskauf_26141.jpg,train,ind-baskauf/26137,Sambucus racemosa,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26149,baskauf_26149.jpg,train,ind-baskauf/26137,Sambucus racemosa,leaf,leaf,margin of upper + lower surface,leaf
baskauf/26143,baskauf_26143.jpg,train,ind-baskauf/26137,Sambucus racemosa,leaf,leaf,whole upper surface,leaf
baskauf/26147,baskauf_26147.jpg,train,ind-baskauf/26137,Sambucus racemosa,twig,twig,orientation of petioles,twig
baskauf/26153,baskauf_26153.jpg,train,ind-baskauf/26137,Sambucus racemosa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/26540,baskauf_26540.jpg,train,ind-baskauf/26538,Sambucus racemosa,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/11477,baskauf_11477.jpg,train,ind-baskauf/11471,Sambucus racemosa,fruit,fruit,as borne on the plant,fruit
baskauf/11479,baskauf_11479.jpg,train,ind-baskauf/11471,Sambucus racemosa,fruit,fruit,lateral or general close-up,fruit
baskauf/11481,baskauf_11481.jpg,train,ind-baskauf/11471,Sambucus racemosa,leaf,leaf,showing orientation on twig,leaf
baskauf/11482,baskauf_11482.jpg,train,ind-baskauf/11471,Sambucus racemosa,leaf,leaf,whole upper surface,leaf
baskauf/11471,baskauf_11471.jpg,train,ind-baskauf/11471,Sambucus racemosa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/28751,baskauf_28751.jpg,test,ind-baskauf/28751,Sambucus racemosa,fruit,fruit,as borne on the plant,fruit
baskauf/28754,baskauf_28754.jpg,test,ind-baskauf/28751,Sambucus racemosa,fruit,fruit,lateral or general close-up,fruit
baskauf/28756,baskauf_28756.jpg,test,ind-baskauf/28751,Sambucus racemosa,leaf,leaf,whole upper surface,leaf
baskauf/26511,baskauf_26511.jpg,train,ind-baskauf/26489,Viburnum lantanoides,bark,bark,of a small tree or small branch,bark
baskauf/26493,baskauf_26493.jpg,train,ind-baskauf/26489,Viburnum lantanoides,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/26492,baskauf_26492.jpg,train,ind-baskauf/26489,Viburnum lantanoides,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26496,baskauf_26496.jpg,train,ind-baskauf/26489,Viburnum lantanoides,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/26510,baskauf_26510.jpg,train,ind-baskauf/26489,Viburnum lantanoides,leaf,leaf,margin of upper + lower surface,leaf
baskauf/26502,baskauf_26502.jpg,train,ind-baskauf/26489,Viburnum lantanoides,leaf,leaf,whole upper surface,leaf
baskauf/26508,baskauf_26508.jpg,train,ind-baskauf/26489,Viburnum lantanoides,twig,twig,close-up winter leaf scar/bud,twig
baskauf/26495,baskauf_26495.jpg,train,ind-baskauf/26489,Viburnum lantanoides,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/26321,baskauf_26321.jpg,test,ind-baskauf/26298,Viburnum lantanoides,fruit,fruit,as borne on the plant,fruit
baskauf/26325,baskauf_26325.jpg,test,ind-baskauf/26298,Viburnum lantanoides,fruit,fruit,immature,fruit
baskauf/26311,baskauf_26311.jpg,test,ind-baskauf/26298,Viburnum lantanoides,leaf,leaf,showing orientation on twig,leaf
baskauf/26308,baskauf_26308.jpg,test,ind-baskauf/26298,Viburnum lantanoides,twig,twig,orientation of petioles,twig
baskauf/15050,baskauf_15050.jpg,validation,ind-baskauf/15050,Viburnum lantanoides,leaf,leaf,showing orientation on twig,leaf
baskauf/15051,baskauf_15051.jpg,validation,ind-baskauf/15050,Viburnum lantanoides,leaf,leaf,showing orientation on twig,leaf
baskauf/30760,baskauf_30760.jpg,validation,ind-baskauf/30752,Cornus amomum,bark,bark,of a small tree or small branch,bark
baskauf/30758,baskauf_30758.jpg,validation,ind-baskauf/30752,Cornus amomum,twig,twig,close-up winter leaf scar/bud,twig
baskauf/30756,baskauf_30756.jpg,validation,ind-baskauf/30752,Cornus amomum,twig,twig,winter overall,twig
baskauf/30752,baskauf_30752.jpg,validation,ind-baskauf/30752,Cornus amomum,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/35224,baskauf_35224.jpg,train,ind-baskauf/35213,Cornus amomum,inflorescence,inflorescence,frontal view of flower,inflorescence
baskauf/35218,baskauf_35218.jpg,train,ind-baskauf/35213,Cornus amomum,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/35216,baskauf_35216.jpg,train,ind-baskauf/35213,Cornus amomum,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/35219,baskauf_35219.jpg,train,ind-baskauf/35213,Cornus amomum,leaf,leaf,whole upper surface,leaf
baskauf/35221,baskauf_35221.jpg,train,ind-baskauf/35213,Cornus amomum,twig,twig,orientation of petioles,twig
baskauf/35214,baskauf_35214.jpg,train,ind-baskauf/35213,Cornus amomum,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/54555,baskauf_54555.jpg,train,ind-baskauf/54554,Cornus amomum,fruit,fruit,lateral or general close-up,fruit
baskauf/54683,baskauf_54683.jpg,train,ind-baskauf/54554,Cornus amomum,leaf,leaf,margin of upper + lower surface,leaf
baskauf/54682,baskauf_54682.jpg,train,ind-baskauf/54554,Cornus amomum,leaf,leaf,whole upper surface,leaf
baskauf/54680,baskauf_54680.jpg,train,ind-baskauf/54554,Cornus amomum,twig,twig,orientation of petioles,twig
baskauf/54677,baskauf_54677.jpg,train,ind-baskauf/54554,Cornus amomum,twig,twig,unspecified,twig
baskauf/30941,baskauf_30941.jpg,test,ind-baskauf/30937,Cornus amomum,twig,twig,unspecified,twig
baskauf/10856,baskauf_10856.jpg,train,ind-baskauf/10856,Cornus florida,bark,bark,of a large tree,bark
baskauf/10471,baskauf_10471.jpg,train,vanderbilt/6-167,Cornus florida,bark,bark,of a medium tree or large branch,bark
baskauf/10469,baskauf_10469.jpg,train,vanderbilt/6-167,Cornus florida,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10470,baskauf_10470.jpg,train,vanderbilt/6-167,Cornus florida,inflorescence,inflorescence,whole - unspecified,inflorescence
